size,array_type,algorithm,repeats,time_ms
76200,reversed,introsort,3,8.421
76200,almost_sorted,quick,3,12.1975
76200,almost_sorted,introsort,3,7.83437
76300,random,quick,3,25.6596
76300,random,introsort,3,22.1556
76300,reversed,quick,3,12.3443
76300,reversed,introsort,3,7.80217
76300,almost_sorted,quick,3,12.4274
76300,almost_sorted,introsort,3,7.2083
76400,random,quick,3,23.0139
76400,random,introsort,3,20.5227
76400,reversed,quick,3,12.8572
76400,reversed,introsort,3,8.18603
76400,almost_sorted,quick,3,12.6601
76400,almost_sorted,introsort,3,7.6019
76500,random,quick,3,21.6273
76500,random,introsort,3,17.3442
76500,reversed,quick,3,10.7519
76500,reversed,introsort,3,6.1176
76500,almost_sorted,quick,3,10.5575
76500,almost_sorted,introsort,3,5.8559
76600,random,quick,3,21.2161
76600,random,introsort,3,19.4081
76600,reversed,quick,3,11.1355
76600,reversed,introsort,3,7.00497
76600,almost_sorted,quick,3,11.3353
76600,almost_sorted,introsort,3,7.0655
76700,random,quick,3,20.1445
76700,random,introsort,3,16.8852
76700,reversed,quick,3,10.9948
76700,reversed,introsort,3,7.64043
76700,almost_sorted,quick,3,11.878
76700,almost_sorted,introsort,3,8.31767
76800,random,quick,3,19.2051
76800,random,introsort,3,15.1768
76800,reversed,quick,3,9.9927
76800,reversed,introsort,3,7.02907
76800,almost_sorted,quick,3,11.592
76800,almost_sorted,introsort,3,5.65167
76900,random,quick,3,18.8278
76900,random,introsort,3,14.5784
76900,reversed,quick,3,9.7175
76900,reversed,introsort,3,5.36667
76900,almost_sorted,quick,3,10.3525
76900,almost_sorted,introsort,3,4.61637
77000,random,quick,3,16.6855
77000,random,introsort,3,15.0588
77000,reversed,quick,3,9.4725
77000,reversed,introsort,3,3.5558
77000,almost_sorted,quick,3,6.60683
77000,almost_sorted,introsort,3,3.1888
77100,random,quick,3,12.6593
77100,random,introsort,3,14.5472
77100,reversed,quick,3,7.85977
77100,reversed,introsort,3,4.98547
77100,almost_sorted,quick,3,7.7769
77100,almost_sorted,introsort,3,4.64127
77200,random,quick,3,15.7995
77200,random,introsort,3,14.855
77200,reversed,quick,3,10.0633
77200,reversed,introsort,3,4.86903
77200,almost_sorted,quick,3,8.84667
77200,almost_sorted,introsort,3,3.6004
77300,random,quick,3,15.8206
77300,random,introsort,3,9.77307
77300,reversed,quick,3,6.93027
77300,reversed,introsort,3,4.3394
77300,almost_sorted,quick,3,6.41453
77300,almost_sorted,introsort,3,3.48237
77400,random,quick,3,15.7837
77400,random,introsort,3,13.6154
77400,reversed,quick,3,6.8515
77400,reversed,introsort,3,3.537
77400,almost_sorted,quick,3,6.54473
77400,almost_sorted,introsort,3,4.7206
77500,random,quick,3,12.8883
77500,random,introsort,3,10.4884
77500,reversed,quick,3,6.4732
77500,reversed,introsort,3,3.59847
77500,almost_sorted,quick,3,6.92577
77500,almost_sorted,introsort,3,3.68597
77600,random,quick,3,13.5035
77600,random,introsort,3,11.7825
77600,reversed,quick,3,7.21327
77600,reversed,introsort,3,3.7643
77600,almost_sorted,quick,3,6.78103
77600,almost_sorted,introsort,3,3.50803
77700,random,quick,3,13.561
77700,random,introsort,3,11.7111
77700,reversed,quick,3,6.69
77700,reversed,introsort,3,3.5448
77700,almost_sorted,quick,3,6.76227
77700,almost_sorted,introsort,3,3.87207
77800,random,quick,3,18.9298
77800,random,introsort,3,14.4165
77800,reversed,quick,3,9.7241
77800,reversed,introsort,3,4.91737
77800,almost_sorted,quick,3,8.40273
77800,almost_sorted,introsort,3,4.73927
77900,random,quick,3,14.4472
77900,random,introsort,3,12.4912
77900,reversed,quick,3,9.39593
77900,reversed,introsort,3,4.73973
77900,almost_sorted,quick,3,9.27427
77900,almost_sorted,introsort,3,4.90707
78000,random,quick,3,17.7085
78000,random,introsort,3,17.0881
78000,reversed,quick,3,9.42677
78000,reversed,introsort,3,5.13127
78000,almost_sorted,quick,3,7.87227
78000,almost_sorted,introsort,3,5.5261
78100,random,quick,3,16.3325
78100,random,introsort,3,12.1631
78100,reversed,quick,3,6.5956
78100,reversed,introsort,3,3.64413
78100,almost_sorted,quick,3,8.6008
78100,almost_sorted,introsort,3,5.35443
78200,random,quick,3,15.2303
78200,random,introsort,3,13.1554
78200,reversed,quick,3,6.5233
78200,reversed,introsort,3,3.76807
78200,almost_sorted,quick,3,8.43957
78200,almost_sorted,introsort,3,3.8727
78300,random,quick,3,13.3065
78300,random,introsort,3,10.9948
78300,reversed,quick,3,6.47137
78300,reversed,introsort,3,3.59363
78300,almost_sorted,quick,3,7.3266
78300,almost_sorted,introsort,3,4.21223
78400,random,quick,3,15.0315
78400,random,introsort,3,11.6881
78400,reversed,quick,3,7.3219
78400,reversed,introsort,3,6.33797
78400,almost_sorted,quick,3,7.3679
78400,almost_sorted,introsort,3,4.371
78500,random,quick,3,14.8085
78500,random,introsort,3,13.5258
78500,reversed,quick,3,8.11237
78500,reversed,introsort,3,3.62463
78500,almost_sorted,quick,3,7.72387
78500,almost_sorted,introsort,3,4.16203
78600,random,quick,3,12.8973
78600,random,introsort,3,10.7452
78600,reversed,quick,3,9.2375
78600,reversed,introsort,3,5.33957
78600,almost_sorted,quick,3,8.7107
78600,almost_sorted,introsort,3,4.08593
78700,random,quick,3,18.8622
78700,random,introsort,3,13.274
78700,reversed,quick,3,9.06493
78700,reversed,introsort,3,4.55703
78700,almost_sorted,quick,3,7.144
78700,almost_sorted,introsort,3,4.10833
78800,random,quick,3,13.7711
78800,random,introsort,3,10.3052
78800,reversed,quick,3,9.14563
78800,reversed,introsort,3,3.74613
78800,almost_sorted,quick,3,6.72093
78800,almost_sorted,introsort,3,4.8451
78900,random,quick,3,17.1969
78900,random,introsort,3,15.7085
78900,reversed,quick,3,8.05367
78900,reversed,introsort,3,3.48477
78900,almost_sorted,quick,3,8.2657
78900,almost_sorted,introsort,3,3.76357
79000,random,quick,3,12.6546
79000,random,introsort,3,9.8981
79000,reversed,quick,3,7.80147
79000,reversed,introsort,3,4.68933
79000,almost_sorted,quick,3,8.44577
79000,almost_sorted,introsort,3,5.77557
79100,random,quick,3,17.9439
79100,random,introsort,3,11.6265
79100,reversed,quick,3,8.2786
79100,reversed,introsort,3,3.9483
79100,almost_sorted,quick,3,6.3994
79100,almost_sorted,introsort,3,3.17263
79200,random,quick,3,16.3915
79200,random,introsort,3,15.5464
79200,reversed,quick,3,10.009
79200,reversed,introsort,3,6.21607
79200,almost_sorted,quick,3,7.43923
79200,almost_sorted,introsort,3,3.62977
79300,random,quick,3,17.0917
79300,random,introsort,3,12.0036
79300,reversed,quick,3,6.58767
79300,reversed,introsort,3,4.06167
79300,almost_sorted,quick,3,8.3921
79300,almost_sorted,introsort,3,4.57753
79400,random,quick,3,16.6231
79400,random,introsort,3,12.09
79400,reversed,quick,3,7.88437
79400,reversed,introsort,3,4.21483
79400,almost_sorted,quick,3,8.05677
79400,almost_sorted,introsort,3,3.5895
79500,random,quick,3,13.2117
79500,random,introsort,3,11.2715
79500,reversed,quick,3,7.1485
79500,reversed,introsort,3,5.9063
79500,almost_sorted,quick,3,8.01193
79500,almost_sorted,introsort,3,4.3116
79600,random,quick,3,15.9222
79600,random,introsort,3,15.2371
79600,reversed,quick,3,9.47763
79600,reversed,introsort,3,5.80147
79600,almost_sorted,quick,3,10.4695
79600,almost_sorted,introsort,3,5.76077
79700,random,quick,3,18.9218
79700,random,introsort,3,12.4175
79700,reversed,quick,3,8.35603
79700,reversed,introsort,3,4.34203
79700,almost_sorted,quick,3,7.36223
79700,almost_sorted,introsort,3,3.6447
79800,random,quick,3,14.9106
79800,random,introsort,3,12.7398
79800,reversed,quick,3,6.77723
79800,reversed,introsort,3,3.32663
79800,almost_sorted,quick,3,7.85937
79800,almost_sorted,introsort,3,6.1405
79900,random,quick,3,14.9976
79900,random,introsort,3,12.5313
79900,reversed,quick,3,6.6948
79900,reversed,introsort,3,4.733
79900,almost_sorted,quick,3,7.44
79900,almost_sorted,introsort,3,3.9605
80000,random,quick,3,11.7214
80000,random,introsort,3,15.2641
80000,reversed,quick,3,6.42483
80000,reversed,introsort,3,3.39977
80000,almost_sorted,quick,3,6.1283
80000,almost_sorted,introsort,3,3.6857
80100,random,quick,3,16.5703
80100,random,introsort,3,13.3826
80100,reversed,quick,3,8.80937
80100,reversed,introsort,3,4.9342
80100,almost_sorted,quick,3,9.94537
80100,almost_sorted,introsort,3,4.7829
80200,random,quick,3,18.7889
80200,random,introsort,3,15.5983
80200,reversed,quick,3,7.73833
80200,reversed,introsort,3,3.64287
80200,almost_sorted,quick,3,6.09707
80200,almost_sorted,introsort,3,3.84233
80300,random,quick,3,11.7692
80300,random,introsort,3,10.1011
80300,reversed,quick,3,8.05957
80300,reversed,introsort,3,3.46777
80300,almost_sorted,quick,3,6.24167
80300,almost_sorted,introsort,3,3.56953
80400,random,quick,3,11.9361
80400,random,introsort,3,10.294
80400,reversed,quick,3,6.45263
80400,reversed,introsort,3,3.3653
80400,almost_sorted,quick,3,6.00273
80400,almost_sorted,introsort,3,3.46963
80500,random,quick,3,13.0814
80500,random,introsort,3,9.94987
80500,reversed,quick,3,5.7821
80500,reversed,introsort,3,3.29507
80500,almost_sorted,quick,3,6.33203
80500,almost_sorted,introsort,3,3.49483
80600,random,quick,3,11.6222
80600,random,introsort,3,9.74703
80600,reversed,quick,3,5.84817
80600,reversed,introsort,3,3.23137
80600,almost_sorted,quick,3,10.2185
80600,almost_sorted,introsort,3,5.10323
80700,random,quick,3,14.2845
80700,random,introsort,3,12.2822
80700,reversed,quick,3,6.61657
80700,reversed,introsort,3,3.35437
80700,almost_sorted,quick,3,5.86823
80700,almost_sorted,introsort,3,3.41533
80800,random,quick,3,12.7393
80800,random,introsort,3,13.2223
80800,reversed,quick,3,9.73303
80800,reversed,introsort,3,9.06503
80800,almost_sorted,quick,3,9.7631
80800,almost_sorted,introsort,3,4.50247
80900,random,quick,3,16.1593
80900,random,introsort,3,13.8267
80900,reversed,quick,3,9.37997
80900,reversed,introsort,3,4.76917
80900,almost_sorted,quick,3,9.46713
80900,almost_sorted,introsort,3,4.90913
81000,random,quick,3,13.2801
81000,random,introsort,3,11.3609
81000,reversed,quick,3,9.53043
81000,reversed,introsort,3,4.72043
81000,almost_sorted,quick,3,8.82837
81000,almost_sorted,introsort,3,4.93507
81100,random,quick,3,17.9215
81100,random,introsort,3,13.006
81100,reversed,quick,3,5.96657
81100,reversed,introsort,3,3.6085
81100,almost_sorted,quick,3,6.69713
81100,almost_sorted,introsort,3,4.4692
81200,random,quick,3,12.0248
81200,random,introsort,3,10.3374
81200,reversed,quick,3,6.7462
81200,reversed,introsort,3,3.23707
81200,almost_sorted,quick,3,8.66803
81200,almost_sorted,introsort,3,3.64623
81300,random,quick,3,12.2004
81300,random,introsort,3,11.9278
81300,reversed,quick,3,11.2289
81300,reversed,introsort,3,4.97227
81300,almost_sorted,quick,3,8.28127
81300,almost_sorted,introsort,3,4.516
81400,random,quick,3,16.6482
81400,random,introsort,3,14.1643
81400,reversed,quick,3,9.40263
81400,reversed,introsort,3,4.76213
81400,almost_sorted,quick,3,9.43167
81400,almost_sorted,introsort,3,4.49173
81500,random,quick,3,18.3968
81500,random,introsort,3,16.0041
81500,reversed,quick,3,9.97013
81500,reversed,introsort,3,5.8732
81500,almost_sorted,quick,3,10.4162
81500,almost_sorted,introsort,3,6.36153
81600,random,quick,3,20.5805
81600,random,introsort,3,17.4403
81600,reversed,quick,3,10.6033
81600,reversed,introsort,3,5.8217
81600,almost_sorted,quick,3,10.3295
81600,almost_sorted,introsort,3,4.57823
81700,random,quick,3,17.8682
81700,random,introsort,3,10.4972
81700,reversed,quick,3,6.40277
81700,reversed,introsort,3,3.54813
81700,almost_sorted,quick,3,6.67087
81700,almost_sorted,introsort,3,5.87773
81800,random,quick,3,12.6544
81800,random,introsort,3,12.2649
81800,reversed,quick,3,6.25267
81800,reversed,introsort,3,3.29943
81800,almost_sorted,quick,3,9.7035
81800,almost_sorted,introsort,3,5.98233
81900,random,quick,3,18.7725
81900,random,introsort,3,14.6266
81900,reversed,quick,3,7.53817
81900,reversed,introsort,3,4.03783
81900,almost_sorted,quick,3,7.33683
81900,almost_sorted,introsort,3,5.44663
82000,random,quick,3,18.23
82000,random,introsort,3,11.6538
82000,reversed,quick,3,9.20857
82000,reversed,introsort,3,4.5173
82000,almost_sorted,quick,3,6.2105
82000,almost_sorted,introsort,3,3.2621
82100,random,quick,3,14.5064
82100,random,introsort,3,15.6501
82100,reversed,quick,3,6.065
82100,reversed,introsort,3,4.98133
82100,almost_sorted,quick,3,10.9926
82100,almost_sorted,introsort,3,5.24353
82200,random,quick,3,13.0214
82200,random,introsort,3,12.7092
82200,reversed,quick,3,5.9798
82200,reversed,introsort,3,3.18193
82200,almost_sorted,quick,3,6.34747
82200,almost_sorted,introsort,3,3.37087
82300,random,quick,3,12.2022
82300,random,introsort,3,10.9852
82300,reversed,quick,3,7.66803
82300,reversed,introsort,3,5.6466
82300,almost_sorted,quick,3,8.5712
82300,almost_sorted,introsort,3,5.36893
82400,random,quick,3,17.4245
82400,random,introsort,3,9.91697
82400,reversed,quick,3,6.20683
82400,reversed,introsort,3,3.22913
82400,almost_sorted,quick,3,6.2231
82400,almost_sorted,introsort,3,3.5745
82500,random,quick,3,14.738
82500,random,introsort,3,10.8324
82500,reversed,quick,3,9.23567
82500,reversed,introsort,3,3.8432
82500,almost_sorted,quick,3,8.75873
82500,almost_sorted,introsort,3,3.51127
82600,random,quick,3,18.7763
82600,random,introsort,3,14.2842
82600,reversed,quick,3,8.5763
82600,reversed,introsort,3,3.48113
82600,almost_sorted,quick,3,6.00247
82600,almost_sorted,introsort,3,3.32237
82700,random,quick,3,12.4213
82700,random,introsort,3,11.8438
82700,reversed,quick,3,8.1331
82700,reversed,introsort,3,3.98837
82700,almost_sorted,quick,3,7.14143
82700,almost_sorted,introsort,3,5.70023
82800,random,quick,3,14.7936
82800,random,introsort,3,15.9773
82800,reversed,quick,3,6.18483
82800,reversed,introsort,3,6.18683
82800,almost_sorted,quick,3,7.14697
82800,almost_sorted,introsort,3,3.46147
82900,random,quick,3,15.0226
82900,random,introsort,3,11.2424
82900,reversed,quick,3,8.93667
82900,reversed,introsort,3,3.62193
82900,almost_sorted,quick,3,6.8335
82900,almost_sorted,introsort,3,4.06087
83000,random,quick,3,17.7607
83000,random,introsort,3,10.5796
83000,reversed,quick,3,6.16887
83000,reversed,introsort,3,3.31237
83000,almost_sorted,quick,3,7.88833
83000,almost_sorted,introsort,3,3.31647
83100,random,quick,3,12.7783
83100,random,introsort,3,10.5574
83100,reversed,quick,3,6.17183
83100,reversed,introsort,3,3.63283
83100,almost_sorted,quick,3,7.5794
83100,almost_sorted,introsort,3,4.80867
83200,random,quick,3,12.1583
83200,random,introsort,3,12.1725
83200,reversed,quick,3,6.71147
83200,reversed,introsort,3,3.48937
83200,almost_sorted,quick,3,6.3402
83200,almost_sorted,introsort,3,4.47493
83300,random,quick,3,18.5662
83300,random,introsort,3,14.9013
83300,reversed,quick,3,8.1662
83300,reversed,introsort,3,3.40873
83300,almost_sorted,quick,3,8.78327
83300,almost_sorted,introsort,3,4.54327
83400,random,quick,3,17.0924
83400,random,introsort,3,13.9907
83400,reversed,quick,3,9.0336
83400,reversed,introsort,3,4.9672
83400,almost_sorted,quick,3,10.4699
83400,almost_sorted,introsort,3,5.2617
83500,random,quick,3,22.9615
83500,random,introsort,3,18.7512
83500,reversed,quick,3,9.68633
83500,reversed,introsort,3,5.60633
83500,almost_sorted,quick,3,9.3461
83500,almost_sorted,introsort,3,4.4189
83600,random,quick,3,12.9996
83600,random,introsort,3,17.7834
83600,reversed,quick,3,9.31563
83600,reversed,introsort,3,5.22287
83600,almost_sorted,quick,3,9.3478
83600,almost_sorted,introsort,3,5.66727
83700,random,quick,3,19.4712
83700,random,introsort,3,15.607
83700,reversed,quick,3,9.1564
83700,reversed,introsort,3,5.1982
83700,almost_sorted,quick,3,10.1
83700,almost_sorted,introsort,3,5.75297
83800,random,quick,3,19.8037
83800,random,introsort,3,16.9091
83800,reversed,quick,3,9.8963
83800,reversed,introsort,3,4.8382
83800,almost_sorted,quick,3,9.3069
83800,almost_sorted,introsort,3,5.43437
83900,random,quick,3,17.411
83900,random,introsort,3,17.473
83900,reversed,quick,3,9.62207
83900,reversed,introsort,3,6.28733
83900,almost_sorted,quick,3,11.2725
83900,almost_sorted,introsort,3,5.08307
84000,random,quick,3,19.4845
84000,random,introsort,3,14.5529
84000,reversed,quick,3,8.49627
84000,reversed,introsort,3,5.59207
84000,almost_sorted,quick,3,8.7411
84000,almost_sorted,introsort,3,4.52743
84100,random,quick,3,16.5414
84100,random,introsort,3,15.7653
84100,reversed,quick,3,8.05133
84100,reversed,introsort,3,3.5199
84100,almost_sorted,quick,3,7.88297
84100,almost_sorted,introsort,3,4.1726
84200,random,quick,3,13.6748
84200,random,introsort,3,12.9391
84200,reversed,quick,3,8.2618
84200,reversed,introsort,3,3.45847
84200,almost_sorted,quick,3,9.10973
84200,almost_sorted,introsort,3,5.00897
84300,random,quick,3,17.5517
84300,random,introsort,3,10.8837
84300,reversed,quick,3,7.8606
84300,reversed,introsort,3,3.44433
84300,almost_sorted,quick,3,7.9168
84300,almost_sorted,introsort,3,3.6886
84400,random,quick,3,13.0985
84400,random,introsort,3,14.8541
84400,reversed,quick,3,6.22943
84400,reversed,introsort,3,3.46657
84400,almost_sorted,quick,3,6.8245
84400,almost_sorted,introsort,3,5.47493
84500,random,quick,3,14.2419
84500,random,introsort,3,12.0656
84500,reversed,quick,3,9.33513
84500,reversed,introsort,3,6.04167
84500,almost_sorted,quick,3,10.386
84500,almost_sorted,introsort,3,5.50193
84600,random,quick,3,13.8162
84600,random,introsort,3,12.8094
84600,reversed,quick,3,6.2486
84600,reversed,introsort,3,3.80663
84600,almost_sorted,quick,3,8.58863
84600,almost_sorted,introsort,3,4.3599
84700,random,quick,3,17.0236
84700,random,introsort,3,14.4714
84700,reversed,quick,3,6.41697
84700,reversed,introsort,3,3.42793
84700,almost_sorted,quick,3,7.22907
84700,almost_sorted,introsort,3,3.42563
84800,random,quick,3,16.8162
84800,random,introsort,3,10.2074
84800,reversed,quick,3,10.8729
84800,reversed,introsort,3,5.20393
84800,almost_sorted,quick,3,9.4774
84800,almost_sorted,introsort,3,5.96613
84900,random,quick,3,19.8906
84900,random,introsort,3,14.9334
84900,reversed,quick,3,6.86913
84900,reversed,introsort,3,4.0557
84900,almost_sorted,quick,3,8.54607
84900,almost_sorted,introsort,3,5.21533
85000,random,quick,3,19.1109
85000,random,introsort,3,11.7511
85000,reversed,quick,3,7.63663
85000,reversed,introsort,3,5.49457
85000,almost_sorted,quick,3,11.6762
85000,almost_sorted,introsort,3,6.5302
85100,random,quick,3,16.625
85100,random,introsort,3,14.0734
85100,reversed,quick,3,8.28677
85100,reversed,introsort,3,5.10193
85100,almost_sorted,quick,3,9.75623
85100,almost_sorted,introsort,3,4.91757
85200,random,quick,3,17.0055
85200,random,introsort,3,14.7548
85200,reversed,quick,3,7.9069
85200,reversed,introsort,3,6.2299
85200,almost_sorted,quick,3,9.2184
85200,almost_sorted,introsort,3,4.71173
85300,random,quick,3,19.2382
85300,random,introsort,3,16.3186
85300,reversed,quick,3,11.0262
85300,reversed,introsort,3,5.09673
85300,almost_sorted,quick,3,9.60327
85300,almost_sorted,introsort,3,5.74907
85400,random,quick,3,20.6495
85400,random,introsort,3,16.203
85400,reversed,quick,3,11.2375
85400,reversed,introsort,3,4.9298
85400,almost_sorted,quick,3,9.62927
85400,almost_sorted,introsort,3,6.1772
85500,random,quick,3,22.0523
85500,random,introsort,3,16.1533
85500,reversed,quick,3,9.34003
85500,reversed,introsort,3,5.51053
85500,almost_sorted,quick,3,10.4702
85500,almost_sorted,introsort,3,5.67653
85600,random,quick,3,21.5275
85600,random,introsort,3,17.2208
85600,reversed,quick,3,10.4227
85600,reversed,introsort,3,5.74623
85600,almost_sorted,quick,3,9.71563
85600,almost_sorted,introsort,3,5.83577
85700,random,quick,3,15.099
85700,random,introsort,3,13.9724
85700,reversed,quick,3,6.88143
85700,reversed,introsort,3,4.90913
85700,almost_sorted,quick,3,9.37597
85700,almost_sorted,introsort,3,4.2551
85800,random,quick,3,13.4339
85800,random,introsort,3,13.1027
85800,reversed,quick,3,6.0623
85800,reversed,introsort,3,3.54957
85800,almost_sorted,quick,3,11.5713
85800,almost_sorted,introsort,3,5.69093
85900,random,quick,3,16.5403
85900,random,introsort,3,12.1702
85900,reversed,quick,3,10.2566
85900,reversed,introsort,3,3.7068
85900,almost_sorted,quick,3,7.6271
85900,almost_sorted,introsort,3,3.40603
86000,random,quick,3,16.7439
86000,random,introsort,3,15.5763
86000,reversed,quick,3,6.56127
86000,reversed,introsort,3,3.67703
86000,almost_sorted,quick,3,7.4662
86000,almost_sorted,introsort,3,4.449
86100,random,quick,3,15.9219
86100,random,introsort,3,15.1627
86100,reversed,quick,3,7.5631
86100,reversed,introsort,3,4.49023
86100,almost_sorted,quick,3,7.15367
86100,almost_sorted,introsort,3,4.36517
86200,random,quick,3,12.5088
86200,random,introsort,3,11.761
86200,reversed,quick,3,10.044
86200,reversed,introsort,3,5.03497
86200,almost_sorted,quick,3,7.41837
86200,almost_sorted,introsort,3,4.72643
86300,random,quick,3,16.5787
86300,random,introsort,3,16.5898
86300,reversed,quick,3,10.3516
86300,reversed,introsort,3,5.7215
86300,almost_sorted,quick,3,8.6755
86300,almost_sorted,introsort,3,5.04123
86400,random,quick,3,17.2149
86400,random,introsort,3,14.1641
86400,reversed,quick,3,9.38087
86400,reversed,introsort,3,5.22673
86400,almost_sorted,quick,3,7.55047
86400,almost_sorted,introsort,3,5.65007
86500,random,quick,3,19.8491
86500,random,introsort,3,12.734
86500,reversed,quick,3,6.18883
86500,reversed,introsort,3,3.81003
86500,almost_sorted,quick,3,9.54293
86500,almost_sorted,introsort,3,5.1204
86600,random,quick,3,17.7372
86600,random,introsort,3,10.2015
86600,reversed,quick,3,7.90943
86600,reversed,introsort,3,3.98787
86600,almost_sorted,quick,3,6.96653
86600,almost_sorted,introsort,3,6.07977
86700,random,quick,3,19.0336
86700,random,introsort,3,14.4188
86700,reversed,quick,3,9.8766
86700,reversed,introsort,3,3.81173
86700,almost_sorted,quick,3,7.80303
86700,almost_sorted,introsort,3,4.775
86800,random,quick,3,17.8918
86800,random,introsort,3,17.4793
86800,reversed,quick,3,8.81367
86800,reversed,introsort,3,3.46773
86800,almost_sorted,quick,3,7.5384
86800,almost_sorted,introsort,3,3.55853
86900,random,quick,3,15.2285
86900,random,introsort,3,11.7544
86900,reversed,quick,3,6.27893
86900,reversed,introsort,3,5.3252
86900,almost_sorted,quick,3,9.72797
86900,almost_sorted,introsort,3,4.3489
87000,random,quick,3,15.8504
87000,random,introsort,3,14.4788
87000,reversed,quick,3,8.1773
87000,reversed,introsort,3,3.87687
87000,almost_sorted,quick,3,6.21533
87000,almost_sorted,introsort,3,3.43827
87100,random,quick,3,12.6088
87100,random,introsort,3,11.2233
87100,reversed,quick,3,9.3347
87100,reversed,introsort,3,5.17993
87100,almost_sorted,quick,3,6.5805
87100,almost_sorted,introsort,3,3.42813
87200,random,quick,3,17.0828
87200,random,introsort,3,12.6861
87200,reversed,quick,3,8.90607
87200,reversed,introsort,3,4.10013
87200,almost_sorted,quick,3,6.30587
87200,almost_sorted,introsort,3,3.97787
87300,random,quick,3,15.5433
87300,random,introsort,3,15.3348
87300,reversed,quick,3,7.32247
87300,reversed,introsort,3,3.47283
87300,almost_sorted,quick,3,6.34993
87300,almost_sorted,introsort,3,5.38763
87400,random,quick,3,19.7238
87400,random,introsort,3,16.4039
87400,reversed,quick,3,7.496
87400,reversed,introsort,3,3.82993
87400,almost_sorted,quick,3,6.38897
87400,almost_sorted,introsort,3,3.5691
87500,random,quick,3,12.9253
87500,random,introsort,3,11.0867
87500,reversed,quick,3,6.88857
87500,reversed,introsort,3,3.45583
87500,almost_sorted,quick,3,9.9542
87500,almost_sorted,introsort,3,5.18847
87600,random,quick,3,13.4172
87600,random,introsort,3,13.3396
87600,reversed,quick,3,8.95337
87600,reversed,introsort,3,5.96227
87600,almost_sorted,quick,3,10.1414
87600,almost_sorted,introsort,3,3.63917
87700,random,quick,3,15.8278
87700,random,introsort,3,13.1384
87700,reversed,quick,3,6.28077
87700,reversed,introsort,3,3.38557
87700,almost_sorted,quick,3,8.5337
87700,almost_sorted,introsort,3,7.0786
87800,random,quick,3,17.3752
87800,random,introsort,3,11.3053
87800,reversed,quick,3,7.81637
87800,reversed,introsort,3,3.68027
87800,almost_sorted,quick,3,8.0101
87800,almost_sorted,introsort,3,4.84897
87900,random,quick,3,16.7024
87900,random,introsort,3,16.5659
87900,reversed,quick,3,9.59407
87900,reversed,introsort,3,7.37127
87900,almost_sorted,quick,3,6.453
87900,almost_sorted,introsort,3,3.68253
88000,random,quick,3,15.0458
88000,random,introsort,3,12.0739
88000,reversed,quick,3,9.88383
88000,reversed,introsort,3,5.06233
88000,almost_sorted,quick,3,9.2067
88000,almost_sorted,introsort,3,7.76403
88100,random,quick,3,17.1987
88100,random,introsort,3,13.2724
88100,reversed,quick,3,7.1755
88100,reversed,introsort,3,5.14673
88100,almost_sorted,quick,3,6.49313
88100,almost_sorted,introsort,3,3.5717
88200,random,quick,3,16.6393
88200,random,introsort,3,10.469
88200,reversed,quick,3,6.30153
88200,reversed,introsort,3,3.66113
88200,almost_sorted,quick,3,6.60387
88200,almost_sorted,introsort,3,3.69053
88300,random,quick,3,12.5548
88300,random,introsort,3,13.877
88300,reversed,quick,3,6.6326
88300,reversed,introsort,3,5.02823
88300,almost_sorted,quick,3,7.40373
88300,almost_sorted,introsort,3,3.9991
88400,random,quick,3,12.7951
88400,random,introsort,3,12.3127
88400,reversed,quick,3,9.4337
88400,reversed,introsort,3,3.61477
88400,almost_sorted,quick,3,6.44857
88400,almost_sorted,introsort,3,4.0252
88500,random,quick,3,15.4927
88500,random,introsort,3,11.1126
88500,reversed,quick,3,7.5929
88500,reversed,introsort,3,3.90077
88500,almost_sorted,quick,3,8.80163
88500,almost_sorted,introsort,3,4.60687
88600,random,quick,3,13.4648
88600,random,introsort,3,13.2503
88600,reversed,quick,3,6.53863
88600,reversed,introsort,3,3.43953
88600,almost_sorted,quick,3,6.50763
88600,almost_sorted,introsort,3,3.54673
88700,random,quick,3,15.096
88700,random,introsort,3,11.1561
88700,reversed,quick,3,9.35837
88700,reversed,introsort,3,5.1485
88700,almost_sorted,quick,3,7.58067
88700,almost_sorted,introsort,3,6.91187
88800,random,quick,3,18.9168
88800,random,introsort,3,10.721
88800,reversed,quick,3,7.88147
88800,reversed,introsort,3,6.17417
88800,almost_sorted,quick,3,6.63553
88800,almost_sorted,introsort,3,3.6074
88900,random,quick,3,19.0194
88900,random,introsort,3,15.6869
88900,reversed,quick,3,10.6517
88900,reversed,introsort,3,4.6529
88900,almost_sorted,quick,3,9.95463
88900,almost_sorted,introsort,3,5.21333
89000,random,quick,3,16.2398
89000,random,introsort,3,16.302
89000,reversed,quick,3,11.2472
89000,reversed,introsort,3,5.2186
89000,almost_sorted,quick,3,10.4799
89000,almost_sorted,introsort,3,5.67017
89100,random,quick,3,21.3615
89100,random,introsort,3,17.8492
89100,reversed,quick,3,7.6756
89100,reversed,introsort,3,3.79813
89100,almost_sorted,quick,3,11.7044
89100,almost_sorted,introsort,3,6.1238
89200,random,quick,3,18.7978
89200,random,introsort,3,12.3316
89200,reversed,quick,3,9.3172
89200,reversed,introsort,3,3.8606
89200,almost_sorted,quick,3,9.00677
89200,almost_sorted,introsort,3,3.68873
89300,random,quick,3,13.7351
89300,random,introsort,3,16.266
89300,reversed,quick,3,9.28857
